1, "封面", 0
1, "序", 3
1, "目录", 5
1, "1. 万里之遥的爱情", 7
1, "2. 陷入困境", 17
1, "3. 中美两家个庭打响夺女之战", 27
1, "4. 落入陷阱", 41
1, "5. 迫使法官阿里退出", 61
1, "6. 庭审", 70
1, "7. 审判后的争夺", 92
1, "8. 判决", 103
1, "9. ”15点声明“", 116
1, "10. 裘得斯", 130
1, "11. 上诉、上诉、上诉”, 136
1, "12. 抚养费难题", 140
1, "13. 感恩节", 152
1, "14. 上诉判决", 157
1, "15. 蓄意不探望问题", 167
1, "16. 岳晓东法庭之友的内容详解", 176
1, "17. 最高法院", 184
1, "18. 自己要求抚养权", 193
1, "19. 完胜", 201
1, "20. 立法", 220
1, "21. 英雄归来", 230
1, "22. 后记", 251
